name,name_normalized,brand,barcode,kcal,protein,carbs,fat,fibres,sodium,source,sold_in_fr,popularity
Mejora,mejora,mejora,6111017041598,529.0,7.6,55.0,31.0,0,72.0,off,False,3426
Pâte à tartiner aux noisettes,pate a tartiner aux noisettes,Mejora,6111017045961,514.0,3.0,62.0,28.0,0,112.0,off,False,3426
Star sauce salade au basilic,star sauce salade au basilic,Star,6111184001739,326.5,0.11,3.1,34.9,0,700.0,off,False,3425
سيرجيو  صغيرة,سيرجيو صغيرة,,6111259344051,532.98,2.7,30.0,0,0,16.0,off,False,3425
Filet De Sardines,filet de sardines,Marine,6111260550670,121.0,19.3,0.7,4.6,1.1,1.1,off,False,3424
Jolay,jolay,Alimani,6111249981839,438.0,4.0,57.64,21.29,0,544.0,off,False,3424
Nestle Neaquik,nestle neaquik,Nesquik,7613287413048,382.0,5.1,78.0,3.6,7.7,176.0,off,False,3424
Tomi Ketchup Dulce,tomi ketchup dulce,Tomi,5941486000434,84.0,1.1,20.0,0,0,880.0,off,False,3424
Raïb jaouda banane,raib jaouda banane,jaouda,6111242108875,76.6,3.0,12.2,1.8,0,0,off,False,3423
Sauce Burger (Goût cheese),sauce burger (gout cheese),Star,6111184007632,384.0,0.65,20.0,33.5,0,280.0,off,False,3423
fawakih orange fraise,fawakih orange fraise,Chergui,6111126001766,51.0,1.0,11.5,0.1,0,0,off,False,3423
Baraani,baraani,Baraani,6111266070974,180.0,0.14,45.0,0.04,0,100.0,off,False,3422
Ketchup stat 330g,ketchup stat 330g,Star,6111184002958,108.0,1.13,25.7,0.09,0,891.2,off,False,3422
Mejora,mejora,,6111017045404,514.0,3.0,62.0,28.0,0,80.0,off,False,3422
Poulet citron,poulet citron,Indomie,5285000396819,447.0,10.0,65.7,15.7,2.86,730.0,off,False,3422
Manyana,manyana,Alimani,6111249980887,50.0,0.72,8.56,1.43,0.22,178.0,off,False,3421
Perly,perly,Perly,6111266960343,514.0,10.0,6.0,50.0,0,640.0,off,False,3421
Capri Vanille,capri vanille,Excelo,6111249960988,512.0,6.4,68.0,24.0,0,72.0,off,False,3420
Misura Privolat Biacotti Con Gocce Di Cioccolato,misura privolat biacotti con gocce di cioccolato,Misura,8002590043391,467.0,7.78,68.9,16.7,5.56,133.0,off,False,3420
NECTAR Pêche,nectar peche,Valencia,6111251750034,43.0,0.3,8.0,0,0.4,0,off,False,3420
Biscuits super extra,biscuits super extra,Saïda,6194008511010,433.0,6.1,78.8,9.9,2.27,108.0,off,False,3419
Organic Aussie Bites,organic aussie bites,Universal Bakery,0731216103987,500.0,7.69,57.7,26.9,7.69,346.0,off,False,3419
Raïb saveur vanille,raib saveur vanille,Chergui,6111126004873,76.0,2.5,13.0,0,0,0,off,False,3419
fromage perly 64p,fromage perly 64p,,6111266960350,260.0,10.0,5.0,22.0,0,1500.0,off,False,3419
Filets de maquereaux,filets de maquereaux,SILVER FOOD,6111248551781,191.0,26.1,0.3,9.54,0,256.0,off,False,3418
Morceaux De Maquereaux,morceaux de maquereaux,Lukus,6111003031930,126.0,20.3,2.4,3.9,0,0,off,False,3417
Spaghetti,spaghetti,Alitkane,6111249942274,354.0,10.2,75.1,0,1.0,0,off,False,3417
Team up,team up,Tiffany,6291003206139,500.0,3.75,64.6,25.4,1.25,233.0,off,False,3417
Cerelac,cerelac,Nestlé,6221007032588,440.0,15.0,71.2,10.0,2.5,0,off,False,3416
Cerelac,cerelac,Nestle,6221007032649,418.0,0,68.0,10.0,2.5,200.0,off,False,3416
Crakes choc,crakes choc,excelo,6111259341159,433.18,4.74,64.27,17.46,1.63,116.0,off,False,3416
Mustar de masa La Minut,mustar de masa la minut,La Minut,5941486004142,91.0,4.0,8.3,4.6,0,800.0,off,False,3415
Thon a la sauce tomate,thon a la sauce tomate,Joly,6111162002710,175.0,33.0,0.96,4.4,0,184.0,off,False,3415
Genova - Double Creme,genova - double creme,Excelo,6111259341234,378.0,4.4,56.1,14.8,0,108.0,off,False,3414
Ambassadeur noir précieux 70% cacao,ambassadeur noir precieux 70% cacao,Bimo,6130014350120,570.01,7.28,44.36,39.11,5.73,0.8,off,False,3413
Classic Mayonnaise,classic mayonnaise,Chosen Foods,0815074022809,714.29,1.8,0.1,73.6,0,331.6,off,False,3413
beurre jaouda 100g,beurre jaouda 100g,Jaouda,6111242105348,746.0,0.1,1.0,82.0,0,0,off,False,3413
Bono,bono,Excelo,6111259343993,522.0,10.0,53.68,31.27,0,56.0,off,False,3412
MILKLAC,milklac,MilkLac,8437027936005,256.0,2.6,5.0,25.0,0.1,80.0,off,False,3412
Spaghetti au blé complet N°5,spaghetti au ble complet n°5,Alitkane,6111249945794,354.0,12.0,72.0,2.0,6.0,2.0,off,False,3412
النمر,النمر,,6111029000491,20.0,0,5.0,0,0,0,off,False,3412
Cristal huile de table,cristal huile de table,,6111024006078,900.0,0,0,100.0,0,0,off,False,3411
Délice de cacahuètes,delice de cacahuetes,Révey,6111266750746,574.0,5.0,49.0,41.0,0,400.0,off,False,3411
sergio,sergio,,6111259347502,386.0,5.36,48.2,19.6,1.79,107.0,off,False,3411
Pain Tacos Maxi,pain tacos maxi,assylor,6111245461083,300.0,8.5,52.2,5.9,0,520.0,off,False,3410
Lben jibal450,lben jibal450,Jibal,6111246950234,31.0,2.0,3.5,1.0,0,40.0,off,False,3409
Dulcinea,dulcinea,Dulcinea,8410510050044,539.0,3.3,61.0,31.0,1.5,96.0,off,False,3408
Le mini de chergui,le mini de chergui,Chergui,6111126004798,254.0,18.0,0.2,20.0,0,0.48,off,False,3407
Major,major,SAÏDA,6194008554789,442.0,5.8,69.1,17.7,0,119.2,off,False,3407
Sandwichs Choc,sandwichs choc,excelo,6111242531086,375.0,3.81,70.2,8.8,0,4400.0,off,False,3407
Fluffy Original Chocolate,fluffy original chocolate,Be,6111259342705,430.0,6.15,50.7,22.5,0.68,43.0,off,False,3406
Oreo,oreo,Oreo,6111031005194,523.0,5.44,51.8,34.9,2.63,351.0,off,False,3406
Biggy tasty,biggy tasty,Star,6111184007649,291.0,1.8,26.7,19.7,0,728.0,off,False,3405
Barraani,barraani,Baraani,6111266070998,180.0,0.5,44.5,0.1,0.5,100.0,off,False,3404
Colimo,colimo,Colaimo Le lait,6111243590853,58.0,3.0,4.3,3.0,0,0,off,False,3404
Confiture d'abricots,confiture d'abricots,Aicha,6111021012102,251.0,0,63.0,0,1.0,0,off,False,3404
Star mayonaise 300ml,star mayonaise 300ml,Star,6111184002538,563.7,1.2,0,62.1,0,0,off,False,3404
Albane,albane,albane,6111265800503,58.0,3.0,4.9,3.0,0,0,off,False,3403
Donut,donut,Be,6111259343009,438.0,5.2,53.0,22.8,0.8,118.0,off,False,3403
Pâte à tartiner aux noisettes,pate a tartiner aux noisettes,Révey,6111266751132,552.22,5.86,44.64,39.86,0,200.0,off,False,3403
Thon entier à l'huile végétale,thon entier a l'huile vegetale,Fayz,6111254874164,321.0,21.1,0.5,26.3,0,204.0,off,False,3403
Jutos Orange,jutos orange,jaouda,6111242103658,43.0,0,10.6,0,0.1,1.0,off,False,3402
Mais,mais,Golden,6930064880437,107.0,3.3,23.1,0.2,0,0,off,False,3402
6111246954652,6111246954652,,6111246954652,283.0,13.3,4.0,21.7,0,900.0,off,False,3401
Roxta,roxta,Piccadeli,6291003206122,520.0,3.3,64.0,25.2,0.9,210.0,off,False,3401
granola jordans,granola jordans,Jordans,5010477363497,418.0,10.9,65.9,10.9,6.3,12.0,off,False,3401
biscuit chocolat au lait,biscuit chocolat au lait,,6111270960056,200.0,6.0,69.0,33.0,3.0,160.0,off,False,3400
le vrai leben,le vrai leben,Albane,6111250010276,209.0,3.2,5.9,1.6,0,0,off,False,3400
Bi Frutas Tropical,bi frutas tropical,Pascual,8410128769611,21.7,0.03,4.8,0,0,0,off,False,3399
Crak's,crak's,Excelo,6111259341098,498.0,5.8,58.17,21.5,0,104.0,off,False,3399
Abtal,abtal,Valencia,6111251752786,49.0,0.1,12.0,0,0,0,off,False,3398
Filets de maquereaux,filets de maquereaux,,6111249190279,172.0,18.5,0.16,10.8,0,416.0,off,False,3398
Mayonnaise Heinz,mayonnaise heinz,Heinz,6221033000612,501.0,1.1,5.0,53.0,0,0.0,off,False,3398
Sepia Filletes Of Mackerel In Oil,sepia filletes of mackerel in oil,SEPIA,5400141096781,203.0,33.4,0.2,7.7,0,300.0,off,False,3398
fromage la hollandaise 88p,fromage la hollandaise 88p,null,6111203006332,270.0,12.0,6.0,21.0,0,2400.0,off,False,3398
Conikos Goût Chili,conikos gout chili,Conikos,6111242041417,502.0,4.8,61.0,26.0,2.7,840.0,off,False,3397
Ketchup star 310 g,ketchup star 310 g,Star,6111184004730,108.0,1.12,25.7,0.08,0,2.22,off,False,3397
Sev Murmura,sev murmura,Balaji Wafers,8906010500214,507.0,10.9,60.6,23.4,5.0,808.0,off,False,3397
Thon à l'huile végétale,thon a l'huile vegetale,,6111250471862,321.0,21.1,0.5,26.3,0,204.0,off,False,3397
Filet de poulet,filet de poulet,Dulano,20048402,107.0,20.0,2.0,2.0,0,747.0,off,False,3396
Panaché Jibal,panache jibal,Jibal,6111246953471,71.0,1.5,14.0,1.0,7.0,16.0,off,False,3396
Sidi Harazem,sidi harazem,Sidi Harazem,6111128000019,0,0,0,20.0,0,120.0,off,False,3396
Mirinda orange,mirinda orange,Mirinda,6111252420370,35.0,0,9.0,0,0,2000.0,off,False,3395
tomate frito aicha 350 g,tomate frito aicha 350 g,Aicha,6111021027601,66.0,1.4,8.5,2.3,2.3,480.0,off,False,3395
Be Top,be top,Be,6111259347113,469.6,4.51,59.44,23.7,1.37,142.0,off,False,3394
Ketchup Heinze,ketchup heinze,HEINZ,0013000001243,117.0,0,33.3,0,0,942.0,off,False,3394
كوكا كولا 1 لتر,كوكا كولا 1 لتر,Coca-Cola,6130003000029,42.0,0,10.6,0,0,0,off,False,3394
100% Jus Ananas,100% jus ananas,Valencia,6111251750737,49.0,0.3,10.9,0,0,0,off,False,3393
Conikos fromage,conikos fromage,Conikos,6111242041394,494.1,4.5,59.0,26.1,2.8,0,off,False,3393
"Grain de blé entier, son de blé","grain de ble entier, son de ble",Post,0628154011323,362.0,10.6,80.9,2.13,14.9,0,off,False,3393
LANDOR,landor,,6111266680388,227.0,5.0,9.0,19.0,0,340.0,off,False,3393
Mayonnaise,mayonnaise,Star,6111184001272,592.0,1.12,0.22,65.21,0,700.0,off,False,3393
Mortadelle aux fines herbes,mortadelle aux fines herbes,ALKASBAH,6111262901081,691.1,10.4,10.8,9.2,0,600.0,off,False,3393
Pain de mie,pain de mie,eKmeK,6111246910016,230.0,7.2,45.3,1.6,2.9,400.0,off,False,3393
beurre de noix mélangées avec graines,beurre de noix melangees avec graines,Kirkland Signature,0096619225798,625.0,21.9,25.0,50.0,12.5,0,off,False,3393
Leader Chips saveur Sel,leader chips saveur sel,,6111242040847,575.2,6.6,52.4,37.7,0,720.0,off,False,3392
Pâte à tartiner noisettes  et cacao,pate a tartiner noisettes et cacao,Aïcha,6111021005609,550.0,6.3,53.0,34.0,2.8,44.0,off,False,3392
Segmen,segmen,Segmen,8690551014865,270.0,0,0,0.1,0,0,off,False,3392
Valencia panaché 1l,valencia panache 1l,Valencia,6111251750058,45.0,0,11.9,0,0,0,off,False,3392
Gold granola,gold granola,sante,5900617037152,469.0,9.8,61.0,18.0,6.3,176.0,off,False,3391
Thon entier à l'huile,thon entier a l'huile,,3341430551432,231.0,25.8,0,14.2,0,400.0,off,False,3391
Coca-Cola Original,coca-cola original,Coca-Cola,5000112651355,42.0,0,10.6,0,0,0,off,False,3390
chocolat noir aux pépites,chocolat noir aux pepites,Carlotti,6111250477277,547.0,7.7,35.0,39.0,12.4,8.0,off,False,3390
Chocolat au lait,chocolat au lait,aiguebelle,6111017046456,527.0,8.0,57.0,29.0,0,0,off,False,3389
Flocons d'avoine - Source de fibres,flocons d'avoine - source de fibres,QUAKER,8710100426588,375.0,11.0,60.0,8.0,9.0,4.0,off,False,3389
Chips chili,chips chili,,6111242040823,545.0,5.3,45.0,37.0,0,340.0,off,False,3388
Fawakih,fawakih,Chergui,6111126002299,51.0,1.0,11.5,0.1,0,0,off,False,3388
Yaourt a boir,yaourt a boir,Jibal,6111246953198,13.36,1.72,0,1.06,0,0,off,False,3388
Choco Tom gaufrettes,choco tom gaufrettes,Tom,6194000521895,124.04,7.12,57.6,28.96,9.45,326.0,off,False,3387
Préparation en poudre pour boisson cacaotée,preparation en poudre pour boisson cacaotee,Colacao,8410014498366,377.0,6.6,78.0,2.5,7.8,40.0,off,False,3387
excelo,excelo,Excelo,6111259344075,541.0,6.3,57.5,31.5,3.4,100.0,off,False,3387
Hohos,hohos,,6223000495971,424.0,1.6,66.0,16.0,41.0,180.0,off,False,3386
Jutos,jutos,Jaouda,6111242106925,45.6,0,11.4,0,0,200.0,off,False,3386
Le fresche biscottate,le fresche biscottate,GrissinBon,8001405000024,393.0,13.0,68.0,5.8,9.0,600.0,off,False,3386
Tobigo,tobigo,,6111262384945,450.72,6.37,63.11,19.2,0,232.0,off,False,3386
Trident menthol,trident menthol,Trident,7622210620194,156.0,0.4,62.0,0.3,1.8,16.0,off,False,3386
Leka Gream,leka gream,michoc,6111195018467,536.09,3.6,60.6,30.2,0,0,off,False,3385
Lousra,lousra,lousra,6111099000186,900.0,1.0,0,100.0,0,0,off,False,3385
Maxi brassé,maxi brasse,Chergui,6111126005481,107.0,3.5,18.0,2.8,0,48.0,off,False,3385
611251753912,611251753912,sos,6111251753912,73.0,1.3,8.7,3.3,1.4,332.0,off,False,3384
Fawakih 330ml pêche abricot,fawakih 330ml peche abricot,Chergui,6111126002473,50.9,0,11.5,0.1,0,0,off,False,3384
Tobigo,tobigo,Tobigo,6111262385942,402.0,5.4,51.7,16.0,0,0,off,False,3384
kissan mixed fruit jam,kissan mixed fruit jam,kissan,8901030831690,285.0,0.3,70.5,0.1,0.8,51.0,off,False,3384
Nestle caramel,nestle caramel,nestle,7613036734028,313.0,7.3,53.0,7.8,0,100.0,off,False,3383
Nocciolata,nocciolata,Rigoni di Asiago,8052575090384,544.0,8.1,54.0,32.0,3.6,50.0,off,False,3383
Petit beurre,petit beurre,Bé,6111259342835,424.0,5.71,65.7,15.35,0,248.0,off,False,3383
Zohor,zohor,Zohor,6111099000131,900.0,0,0,100.0,0,0,off,False,3383
8710912005681,8710912005681,,8710912005681,323.0,26.0,0,24.0,0,1000.0,off,False,3382
Lben Pasteurisé,lben pasteurise,Albane,6111265800350,47.0,2.6,0,1.4,0,0,off,False,3382
Leader chips sel,leader chips sel,Leader food,6111242040960,575.2,6.6,52.4,37.7,0,720.0,off,False,3382
Margarine supérieure végétale 100%,margarine superieure vegetale 100%,la belle 120da,6132004000015,743.0,0.3,0.8,82.0,0,200.0,off,False,3382
Nan optipro,nan optipro,Nestlé,7613039149096,519.0,9.6,57.8,27.7,0.19,130.0,off,False,3382
Browny - Be,browny - be,Be,6111259346246,390.0,4.33,47.5,19.2,1.3,0,off,False,3381
Comple,comple,Bimbo,6111260960639,243.0,9.41,42.0,2.9,5.8,440.0,off,False,3381
Pâte à tartiner aux noisettes et au cacao,pate a tartiner aux noisettes et au cacao,Bonne Maman,3608580119791,550.0,6.5,53.0,34.0,0,40.0,off,False,3381
Moreni,moreni,Mondelez,7622300331283,525.0,7.3,60.0,28.0,3.2,80.0,off,False,3380
Trutenbrust,trutenbrust,Dulano,4056489115250,114.0,22.0,2.0,2.0,0,760.0,off,False,3380
حليب,حليب,,6111266961333,45.0,3.1,4.9,1.5,0,0,off,False,3380
Khayrat 200g,khayrat 200g,الخيرات,6111245340920,271.0,12.0,7.0,21.6,0,0,off,False,3379
Paprika chili,paprika chili,CHIPSY D’OR,6111214003702,492.77,6.92,56.1,26.0,5.6,150.4,off,False,3379
Sauce salade originale,sauce salade originale,star,6111184001746,190.0,0.53,6.67,17.97,0,2000.0,off,False,3378
Vinaigre,vinaigre,Star,6111184003306,1.0,0,0.1,0,0,0,off,False,3378
Ketchup Lesieur 250 g,ketchup lesieur 250 g,Lesieur,3265472280009,114.0,0.9,26.0,0,0,1440.0,off,False,3377
MayMouna Semoule Fine,maymouna semoule fine,MayMouna,12991240,360.0,14.0,72.0,1.0,3.0,0,off,False,3377
Nescafe Gold,nescafe gold,Nescafe,4600680000640,63.0,7.0,9.0,0.2,0,0,off,False,3377
Aljanoub,aljanoub,Al janoub,6111270420017,305.6,0.47,81.0,0.04,0,0,off,False,3376
dakhla orange  200ml,dakhla orange 200ml,Marrakech,6111242923713,50.0,0.7,11.0,0,1.2,3.0,off,False,3376
Thon a la sauce tomate,thon a la sauce tomate,Oceanos,6111250471879,130.0,14.6,4.33,5.93,1.0,480.0,off,False,3375
jibbi vanille,jibbi vanille,Centrale Danone,6111032006954,275.0,2.9,10.0,1.5,0,0,off,False,3375
Belépi,belepi,Excelo,6111259343788,424.0,5.83,68.26,14.2,0,192.0,off,False,3374
Flocons d’avoine,flocons d’avoine,,6111250474894,372.0,13.2,58.7,7.0,10.0,130.0,off,False,3374
Hambourg,hambourg,médina,6111245340272,280.0,15.0,5.0,20.0,0,1500.0,off,False,3374
Mario thon entier,mario thon entier,Mario,6111248552481,205.0,26.1,0,12.2,0,400.0,off,False,3374
Miettes de maquereaux,miettes de maquereaux,,6111003031831,180.1,30.01,0.6,1.5,0,0,off,False,3374
Puffcorn,puffcorn,,8901491366052,555.0,6.0,56.2,34.5,0,892.0,off,False,3374
SANÍSSIMO,sanissimo,Sanissimo,0658480001101,388.89,1.0,14.0,0,1.0,80.0,off,False,3374
Chewingum,chewingum,Clorets,7622201430573,307.0,0,76.0,0,0,0,off,False,3373
Danao pêche abricot,danao peche abricot,délice,6194003802076,41.8,0.45,10.0,0,0,0,off,False,3373
Tchico xxl,tchico xxl,,6111266750937,427.0,6.3,70.0,13.0,5.0,560.0,off,False,3373
Tchicolata,tchicolata,,6111242380295,533.0,6.5,57.0,31.0,0,0,off,False,3373
Chocolat noir intense à la menthe,chocolat noir intense a la menthe,J. D. Gross,20691974,472.0,4.8,44.8,39.2,2.4,0,off,False,3372
Edam tendre Holland KROON,edam tendre holland kroon,,8710912104650,323.0,25.0,0,24.0,0,2600.0,off,False,3372
Olla,olla,Olla,6111251753899,73.0,1.3,8.7,3.3,1.3,900.0,off,False,3372
Tobigo,tobigo,Tobigo,6111262386246,423.6,5.3,50.8,20.0,0,0,off,False,3372
Multigrain fette biscottate,multigrain fette biscottate,Misura,8002590045135,400.0,13.0,72.0,4.7,8.8,392.0,off,False,3371
Nectar Valencia,nectar valencia,Valencia,6111251750041,45.0,0.2,14.5,0,0,2.0,off,False,3371
finest cacao,finest cacao,,7340161402200,368.0,20.0,8.9,21.0,0,28.0,off,False,3371
سيرجيو كبيرة,سيرجيو كبيرة,Excelo,6111259344082,541.0,1.94,65.0,30.0,0,24.0,off,False,3371
Bravo crem,bravo crem,Bravo Crem,8003180908564,259.0,3.3,7.4,24.0,0,68.0,off,False,3370
Bunny,bunny,bé,6111259342880,430.0,6.15,50.7,22.5,0.68,44.0,off,False,3370
Dragon chef,dragon chef,Dragon Chef,6933362460509,141.0,6.85,23.0,0.3,0,0,off,False,3370
Lentilles vertes,lentilles vertes,Golden Sun,20760090,337.0,26.0,48.0,1.9,12.0,0,off,False,3370
Noir de noir,noir de noir,Côte d'Or,7622210100092,554.0,5.9,47.0,36.0,8.9,4.0,off,False,3370
sucre arâme vanille,sucre arame vanille,Alsa,6111270630126,400.0,0,100.0,0,0,13.3,off,False,3370
TOPS,tops,fanta,5449000126641,0,0.1,0.1,0.1,0,20.0,off,False,3369
Yankee,yankee,,0016843697000,571.42,25.0,21.43,50.0,7.14,790.0,off,False,3369
itri choco,itri choco,Excelo,6111259341692,449.0,7.0,70.0,21.0,0,800.0,off,False,3369
Lait demi-écrémé,lait demi-ecreme,EVERYDAY,5400141433586,47.0,3.4,4.8,1.6,0,44.0,off,False,3368
Protein Drink Caramel salted,protein drink caramel salted,Zott Protein drink PLUS,4014500520766,76.0,10.8,5.3,1.1,0,425.0,off,False,3368
jaouda pres up 1l,jaouda pres up 1l,jaouda,6111242108813,51.0,0,12.4,0,0,1.12,off,False,3368
Fiocchi di avena,fiocchi di avena,Conad,8003170055797,372.0,13.0,59.0,7.0,10.0,0,off,False,3367
Kiri Jben,kiri jben,Kiri,3073781140101,190.0,2.5,9.0,16.0,0,320.0,off,False,3367
Manyana,manyana,Alimani,6111249980795,466.7,5.8,76.9,15.1,0,0,off,False,3367
Merendina classique fourrée au cacao,merendina classique fourree au cacao,Bimo,6111031005552,410.0,4.0,55.0,20.0,1.8,204.0,off,False,3367
Bocage,bocage,Bridel,3155251211235,728.0,0.5,1.4,80.0,0,8.0,off,False,3366
Henz hot sauce,henz hot sauce,Heinz,6221033171107,9.22,0.62,1.59,0.04,0.75,2320.0,off,False,3366
Jebli,jebli,,6111206001112,225.0,6.4,7.0,18.5,0,360.0,off,False,3366
Leader chips,leader chips,,6111242041783,587.2,7.0,54.7,37.8,0,800.0,off,False,3366
Leka cream noisettes & cacao,leka cream noisettes & cacao,michoc,6111195021030,500.0,5.52,70.4,21.8,3.21,80.0,off,False,3366
Nocciolata intense sans lait,nocciolata intense sans lait,Rigoni di Asiago,8052575090414,545.0,5.4,55.0,33.0,4.8,0,off,False,3366
Saracene,saracene,Balocco,8001100069739,473.0,7.0,64.0,20.0,4.4,276.0,off,False,3366
Silk soya,silk soya,Silk,0025293000735,36.0,3.2,1.6,1.8,0.8,36.0,off,False,3366
Soft,soft,be,6111259342941,443.0,0.3,50.72,24.1,0,120.0,off,False,3366
دايلي صغيرة,دايلي صغيرة,Bifa..,6132501549512,46.0,0.1,11.5,0.1,0,400.0,off,False,3366
Jibi “Fraise pops”,jibi “fraise pops”,,6111032007531,66.0,2.9,10.0,1.5,0,0,off,False,3365
KitKat,kitkat,nestle,8901058903164,436.0,6.23,47.8,24.9,0,97.7,off,False,3365
Lait crémeux,lait cremeux,Nooco,6111270960001,526.0,6.3,59.0,29.0,1.8,160.0,off,False,3365
Latte Parzialmente scremato,latte parzialmente scremato,CONAD,8003170014312,48.0,3.2,5.1,1.6,0,39.0,off,False,3365
Le bon lait,le bon lait,Albane,6111250012416,46.0,3.0,4.9,1.5,0,0,off,False,3365
Lesieur,lesieur,Lesieur,6111024001523,900.0,0,0,100.0,0,0,off,False,3365
double concentré de tomates,double concentre de tomates,Le Petit Paris,6194003220252,137.0,4.9,28.2,0.33,3.33,20.0,off,False,3365
Moutard a l'ancienne,moutard a l'ancienne,Star,6111184007823,169.2,8.42,8.0,11.5,0,2800.0,off,False,3364
Sensations - Chocolat Extra Fin Noir,sensations - chocolat extra fin noir,Maestro,6194005443031,575.0,4.8,45.0,38.0,7.4,32.0,off,False,3364
Cereas,cereas,Nestlé,8445291325036,392.0,25.0,62.0,3.0,8.5,197.0,off,False,3363
Digestive Zero Zuccheri,digestive zero zuccheri,Gullón,8410376055795,430.0,6.2,68.0,16.0,6.5,352.0,off,False,3363
Emco Muesli With Chocolate & Hazelnut,emco muesli with chocolate & hazelnut,Emco,8594017141945,439.0,8.4,59.0,17.0,6.4,60.0,off,False,3363
Gervais fromage à la crème,gervais fromage a la creme,Gervais,6111032008408,255.0,6.0,6.0,23.0,0,260.0,off,False,3363
La vache qui rit,la vache qui rit,null,3073781154481,215.0,9.0,6.5,17.0,0,680.0,off,False,3363
"Carbonated Soft Drink Coca Cola,","carbonated soft drink coca cola,",Coca-Cola,54490086,42.0,0,10.6,0,0,0,off,False,3362
Fromage,fromage,,6111250470827,230.0,10.5,6.0,18.0,0,680.0,off,False,3362
Star harissa,star harissa,Star,6111184005867,78.42,2.33,13.8,1.55,0,4400.0,off,False,3362
chocolate negro,chocolate negro,carlotti,6111250477154,522.0,8.4,40.0,34.0,11.0,24.0,off,False,3362
Avocado Mayonnaise,avocado mayonnaise,PRIMAL KITCHEN,0863699000108,714.0,0,0,78.6,0,607.0,off,False,3361
Sable original,sable original,,6111261411079,485.0,7.6,74.1,12.2,2.3,160.0,off,False,3361
Spaghetti,spaghetti,,6111251460469,350.0,12.0,72.0,2.0,0,0,off,False,3361
6 PLAIN FLOUR WRAPS,6 plain flour wraps,delibreads,8437011503626,306.0,7.7,55.0,5.6,2.4,720.0,off,False,3360
Assaisonnement aromatisé au citron,assaisonnement aromatise au citron,Star,6111184003276,1.12,0,0.21,0,0,0,off,False,3360
Confiture de fraise,confiture de fraise,İlkgün,8695077001498,310.0,0.5,77.8,0,0,0,off,False,3360
Mini gallette mais e legumi,mini gallette mais e legumi,AMO ESSERE Bio,8017596112682,442.0,13.4,64.6,13.2,5.5,400.0,off,False,3360
Mission wraps,mission wraps,Mission,8437000906803,311.0,7.8,52.0,7.3,2.8,1080.0,off,False,3360
Fromage Fondu Pour Tartine Président 16 portions,fromage fondu pour tartine president 16 portions,Président,6191513501031,261.4,9.5,5.0,22.6,0,0,off,False,3359
Donut milky,donut milky,,6111259343023,441.0,5.46,51.79,23.59,0,132.0,off,False,3358
Drink Happy Vanille,drink happy vanille,Jaouda,6111242104082,115.0,2.4,11.8,12.0,0,0,off,False,3358
Jaouda Pressup orange 1l,jaouda pressup orange 1l,Jaouda,6111242107168,45.4,0.3,11.0,0,0.1,1.0,off,False,3358
Mix de fruits sec,mix de fruits sec,,6111214004754,438.0,19.3,46.7,17.4,8.9,159.6,off,False,3358
chocolat,chocolat,Michoc,6111195018801,537.0,3.6,60.6,30.2,0,0,off,False,3358
hala,hala,,6111245470054,900.0,0,0,100.0,0,0,off,False,3358
wafers,wafers,Roshen,4823077625602,513.89,6.94,63.89,26.39,5.56,69.44,off,False,3358
campo verde slice,campo verde slice,,6111266680128,266.0,10.0,7.0,22.0,0,1500.0,off,False,3357
Al kasbah luncheon,al kasbah luncheon,,6111262901630,837.9,11.9,11.23,12.8,0,621.0,off,False,3356
Musli & Fruits Crunchy,musli & fruits crunchy,Bona Vita,8595564502227,440.0,6.0,68.0,15.0,4.7,24.0,off,False,3356
